ID,Sale_Category,Product_Source_ID,Product_Associate_ID,Distance
7652,Associative,87,86,99.62
7653,Additive,48,21,26.33
7654,Additive,61,42,70.79
7655,Associative,12,81,76.04
7656,Additive,78,69,58.87
7657,Associative,56,82,10.65
7658,Additive,18,17,57.66
7659,Additive,27,68,95.39
7660,Associative,28,7,34.86
7661,Additive,82,89,64.33
7662,Associative,80,40,95.98
7663,Associative,52,40,80.0
7664,Additive,16,43,69.14
7665,Associative,77,73,97.14
7666,Associative,58,83,17.89
7667,Associative,93,51,77.5
7668,Associative,9,73,41.28
7669,Associative,26,23,36.68
7670,Associative,28,95,52.55
7671,Additive,77,32,4.34
7672,Associative,36,31,31.94
7673,Additive,9,17,17.46
7674,Additive,47,58,14.73
7675,Associative,78,86,34.4
7676,Additive,51,35,80.42
7677,Additive,76,30,20.91
7678,Associative,57,64,53.61
7679,Associative,32,53,75.12
7680,Associative,67,51,24.86
7681,Additive,57,37,92.5
7682,Additive,54,90,86.78
7683,Associative,16,6,25.87
7684,Associative,62,34,98.97
7685,Additive,84,56,67.25
7686,Additive,96,96,29.32
7687,Additive,56,25,68.42
7688,Additive,23,13,66.96
7689,Associative,17,63,61.01
7690,Additive,80,66,71.46
7691,Additive,38,5,27.56
7692,Additive,72,75,97.92
7693,Additive,83,11,85.93
7694,Associative,30,88,74.83
7695,Associative,58,78,3.6
7696,Additive,98,94,59.45
7697,Additive,78,44,70.94
7698,Associative,22,99,85.56
7699,Associative,17,85,94.67
7700,Additive,15,69,91.67
7701,Additive,48,2,41.2
7702,Associative,32,40,89.75
7703,Associative,77,37,1.07
7704,Associative,85,49,35.8
7705,Associative,40,98,12.27
7706,Associative,97,75,88.42
7707,Associative,57,36,92.87
7708,Additive,58,75,26.34
7709,Associative,91,73,37.36
7710,Associative,99,70,98.4
7711,Associative,16,34,57.04
7712,Associative,28,58,50.21
7713,Additive,98,37,50.54
7714,Additive,1,96,69.92
7715,Associative,41,60,95.5
7716,Additive,48,12,37.3
7717,Additive,31,32,18.09
7718,Additive,36,81,19.32
7719,Additive,33,4,3.02
7720,Additive,33,33,55.99
7721,Additive,82,43,92.98
7722,Associative,23,9,71.59
7723,Associative,60,98,99.3
7724,Associative,87,51,91.04
7725,Associative,79,94,49.69
7726,Associative,90,20,49.17
7727,Additive,30,39,63.21
7728,Associative,89,23,11.98
7729,Associative,45,41,61.16
7730,Additive,80,44,46.94
7731,Additive,39,35,64.63
7732,Associative,45,23,56.96
7733,Additive,78,58,31.73
7734,Additive,81,48,61.17
7735,Additive,12,87,37.24
7736,Additive,93,58,20.27
7737,Associative,32,57,67.83
7738,Additive,56,87,31.33
7739,Associative,24,39,89.01
7740,Associative,13,28,20.73
7741,Additive,20,64,60.41
7742,Additive,79,62,57.58
7743,Additive,56,83,20.58
7744,Associative,53,62,44.55
7745,Additive,68,94,67.88
7746,Additive,54,85,32.53
7747,Additive,34,88,12.27
7748,Additive,28,85,61.91
7749,Additive,50,26,23.19
7750,Associative,2,51,68.47
7751,Additive,94,50,84.11
7752,Additive,26,36,13.21
7753,Additive,51,26,44.32
7754,Associative,47,33,45.05
7755,Additive,26,100,63.62
7756,Associative,84,68,34.11
7757,Associative,92,73,42.44
7758,Additive,84,8,2.19
7759,Additive,75,66,13.12
7760,Additive,74,93,57.42
7761,Associative,61,23,22.37
7762,Associative,23,70,15.31
7763,Associative,37,55,33.12
7764,Associative,41,43,17.19
7765,Associative,52,100,6.9
7766,Associative,83,21,29.1
7767,Additive,82,22,17.27
7768,Additive,49,9,80.14
7769,Associative,27,34,7.2
7770,Additive,6,59,75.0
7771,Additive,74,26,38.9
7772,Associative,66,1,67.86
7773,Associative,24,100,6.22
7774,Additive,38,5,92.15
7775,Associative,28,41,76.97
7776,Associative,28,63,14.87
7777,Additive,66,22,22.66
7778,Associative,61,68,64.76
7779,Additive,46,48,92.23
7780,Additive,69,66,45.14
7781,Additive,75,16,49.08
7782,Additive,74,80,24.54
7783,Additive,43,53,38.92
7784,Associative,59,86,29.32
7785,Associative,2,65,35.71
7786,Associative,15,79,3.04
7787,Associative,37,64,5.07
7788,Additive,71,88,68.39
7789,Additive,20,68,68.5
7790,Associative,98,63,33.69
7791,Additive,35,62,88.66
7792,Associative,34,82,27.35
7793,Associative,86,81,40.18
7794,Associative,31,71,73.41
7795,Additive,87,45,74.61
7796,Additive,19,52,86.26
7797,Additive,68,74,3.88
7798,Additive,24,65,19.19
7799,Associative,84,2,64.42
7800,Additive,39,49,34.48
7801,Additive,92,22,5.31
7802,Additive,54,96,59.06
7803,Associative,39,29,39.91
7804,Associative,17,35,37.05
7805,Additive,19,81,27.17
7806,Additive,48,76,1.59
7807,Additive,35,24,19.05
7808,Additive,32,94,47.95
7809,Associative,47,30,28.3
7810,Additive,47,84,87.56
7811,Additive,64,42,15.16
7812,Additive,46,71,87.66
7813,Associative,35,50,41.08
7814,Associative,94,71,28.31
7815,Additive,17,60,31.12
7816,Additive,42,30,33.68
7817,Additive,29,12,51.15
7818,Additive,70,49,36.03
7819,Additive,17,95,65.07
7820,Associative,81,82,43.09
7821,Associative,14,46,67.49
7822,Associative,24,43,60.84
7823,Additive,57,2,25.2
7824,Associative,50,97,81.46
7825,Associative,57,75,80.1
7826,Associative,61,98,98.91
7827,Additive,39,80,18.33
7828,Additive,55,54,84.94
7829,Associative,96,35,87.33
7830,Additive,36,52,64.57
7831,Associative,37,33,51.13
7832,Associative,14,85,95.77
7833,Associative,27,84,97.3
7834,Associative,83,72,64.53
7835,Additive,31,51,36.6
7836,Additive,73,26,81.9
7837,Additive,81,97,9.84
7838,Additive,83,62,29.77
7839,Associative,44,61,98.57
7840,Additive,68,26,81.62
7841,Associative,48,37,94.02
7842,Additive,57,30,59.88
7843,Additive,75,95,41.36
7844,Additive,22,97,97.99
7845,Associative,4,11,31.63
7846,Associative,81,53,75.98
7847,Associative,72,41,56.26
7848,Associative,46,5,23.62
7849,Additive,59,66,2.73
7850,Associative,34,13,38.99
7851,Associative,11,63,55.22
7852,Additive,31,82,19.14
7853,Additive,11,90,42.04
7854,Associative,56,25,61.9
7855,Additive,38,44,71.78
7856,Associative,21,14,6.22
7857,Additive,94,69,66.75
7858,Associative,10,59,6.61
7859,Associative,26,56,3.79
7860,Associative,91,52,16.09
7861,Associative,8,66,65.71
7862,Associative,8,68,6.23
7863,Additive,60,12,3.07
7864,Associative,72,75,12.68
7865,Associative,34,68,95.02
7866,Associative,16,43,90.82
7867,Associative,13,73,9.56
7868,Associative,87,74,31.1
7869,Additive,76,91,94.78
7870,Additive,91,6,10.67
7871,Associative,22,15,10.37
7872,Additive,96,42,9.51
7873,Associative,27,31,97.67
7874,Additive,64,86,74.57
7875,Additive,2,53,22.23
7876,Associative,97,6,5.55
7877,Additive,26,33,96.56
7878,Additive,92,29,43.12
7879,Associative,83,21,60.24
7880,Associative,69,54,28.64
7881,Additive,97,56,76.08
7882,Additive,84,94,20.48
7883,Additive,30,21,78.9
7884,Associative,8,100,23.83
7885,Additive,38,55,10.69
7886,Additive,61,58,48.4
7887,Additive,81,64,81.51
7888,Associative,65,86,39.1
7889,Associative,67,46,3.86
7890,Associative,46,84,55.78
7891,Associative,90,22,68.37
7892,Additive,95,60,74.33
7893,Associative,72,11,40.79
7894,Additive,43,47,10.6
7895,Additive,59,31,58.85
7896,Additive,46,77,33.63
7897,Additive,72,18,94.74
7898,Associative,35,22,50.77
7899,Associative,39,56,47.75
7900,Associative,92,17,31.61
7901,Associative,51,38,34.54
7902,Associative,4,25,51.76
7903,Additive,80,32,31.36
7904,Associative,77,15,89.34
7905,Associative,84,13,44.46
7906,Associative,51,58,29.91
7907,Associative,5,90,16.38
7908,Additive,55,50,67.56
7909,Additive,20,11,3.55
7910,Additive,24,13,45.55
7911,Additive,36,97,55.46
7912,Additive,34,50,34.64
7913,Associative,54,38,75.23
7914,Additive,34,1,67.89
7915,Additive,83,39,97.17
7916,Additive,17,27,51.37
7917,Associative,5,36,54.24
7918,Associative,89,32,25.34
7919,Additive,18,41,39.16
7920,Associative,55,15,3.66
7921,Associative,53,31,69.24
7922,Additive,50,6,31.85
7923,Associative,72,89,54.5
7924,Associative,91,52,26.24
7925,Associative,79,82,62.48
7926,Additive,45,22,45.31
7927,Additive,13,31,48.7
7928,Additive,16,100,94.32
7929,Associative,86,73,70.91
7930,Additive,84,46,26.93
7931,Associative,13,67,50.89
7932,Associative,20,97,47.2
7933,Associative,66,91,79.71
7934,Additive,99,43,83.5
7935,Additive,47,1,29.06
7936,Additive,19,44,82.29
7937,Additive,45,57,18.77
7938,Associative,37,9,76.51
7939,Additive,54,5,25.63
7940,Associative,6,79,30.5
7941,Additive,14,9,85.39
7942,Additive,4,45,42.59
7943,Additive,86,92,99.07
7944,Associative,55,77,16.04
7945,Associative,100,24,46.87
7946,Associative,34,74,73.51
7947,Associative,27,42,1.53
7948,Associative,7,22,16.03
7949,Additive,3,60,3.02
7950,Associative,47,86,99.29
7951,Associative,97,37,76.3
7952,Associative,2,39,37.98
7953,Associative,80,84,16.47
7954,Additive,25,74,9.95
7955,Associative,60,74,53.66
7956,Additive,79,90,97.61
7957,Additive,24,89,67.79
7958,Additive,15,53,37.15
7959,Associative,95,28,50.58
7960,Additive,14,77,99.89
7961,Associative,54,15,52.36
7962,Associative,78,60,96.46
7963,Associative,6,60,2.62
7964,Associative,78,6,72.38
7965,Associative,81,52,63.09
7966,Additive,18,12,68.85
7967,Additive,20,19,57.49
7968,Associative,62,96,5.37
7969,Additive,81,75,15.81
7970,Associative,80,97,92.3
7971,Additive,40,2,24.06
7972,Additive,39,55,99.3
7973,Additive,52,15,68.28
7974,Additive,32,64,44.99
7975,Additive,73,100,92.08
7976,Associative,27,69,79.7
7977,Associative,52,15,43.47
7978,Additive,97,43,7.79
7979,Associative,63,74,86.96
7980,Additive,74,17,76.74
7981,Associative,63,98,79.28
7982,Additive,17,24,74.74
7983,Additive,49,74,28.3
7984,Additive,100,30,86.03
7985,Associative,81,67,1.22
7986,Associative,82,51,24.49
7987,Additive,23,60,5.61
7988,Additive,98,3,11.95
7989,Associative,72,5,53.71
7990,Associative,13,28,4.69
7991,Associative,23,78,18.96
7992,Associative,57,11,24.04
7993,Associative,62,72,65.88
7994,Additive,54,72,47.41
7995,Associative,20,76,46.38
7996,Additive,86,15,77.07
7997,Additive,52,83,46.22
7998,Associative,23,48,35.5
7999,Associative,35,46,96.28
8000,Additive,67,28,1.82
8001,Associative,34,7,31.23
8002,Additive,33,71,61.33
8003,Associative,46,94,78.5
8004,Associative,81,82,81.82
8005,Associative,45,88,5.56
8006,Additive,19,6,71.2
8007,Associative,94,58,72.31
8008,Additive,87,68,22.19
8009,Associative,15,55,12.16
8010,Additive,78,67,75.22
8011,Associative,66,49,25.7
8012,Additive,39,51,1.17
8013,Additive,18,59,23.13
8014,Additive,70,6,4.08
8015,Additive,59,90,25.67
8016,Additive,32,51,34.17
8017,Additive,21,38,27.87
8018,Associative,40,11,92.07
8019,Additive,92,52,24.02
8020,Additive,27,93,47.29
8021,Additive,2,20,95.79
8022,Associative,97,10,88.04
8023,Associative,80,26,31.62
8024,Associative,39,48,33.32
8025,Additive,86,91,59.74
8026,Associative,56,14,91.87
8027,Associative,13,100,1.99
8028,Additive,56,59,39.92
8029,Additive,66,12,85.13
8030,Associative,78,23,41.64
8031,Additive,56,85,72.29
8032,Additive,28,72,69.5
8033,Additive,64,39,21.34
8034,Additive,71,9,45.51
8035,Associative,82,88,57.05
8036,Additive,64,95,71.83
8037,Associative,56,25,82.42
8038,Associative,41,17,76.23
8039,Associative,100,42,3.8
8040,Associative,41,29,67.39
8041,Additive,100,60,50.23
8042,Additive,4,67,57.81
8043,Additive,57,85,37.92
8044,Associative,30,57,71.69
8045,Associative,88,72,67.71
8046,Associative,84,14,58.37
8047,Additive,46,39,86.3
8048,Associative,56,16,11.09
8049,Additive,31,18,30.8
8050,Additive,88,95,50.02
8051,Additive,7,75,95.9
8052,Additive,90,20,8.12
8053,Associative,77,46,34.37
8054,Additive,54,45,92.66
8055,Associative,8,4,89.9
8056,Additive,55,84,86.66
8057,Associative,69,95,31.53
8058,Associative,44,20,84.84
8059,Additive,13,11,51.03
8060,Additive,93,65,62.36
8061,Additive,20,18,24.64
8062,Associative,78,39,70.96
8063,Additive,32,44,33.44
8064,Additive,60,97,35.04
8065,Associative,50,100,64.04
8066,Additive,27,18,24.74
8067,Associative,25,47,23.22
8068,Additive,52,31,37.55
8069,Associative,68,99,78.03
8070,Associative,21,39,23.24
8071,Additive,18,38,78.94
8072,Associative,39,79,69.86
8073,Additive,15,47,68.23
8074,Additive,53,70,48.0
8075,Associative,38,8,74.84
8076,Additive,48,86,2.34
8077,Associative,52,65,31.26
8078,Associative,88,13,68.23
8079,Associative,72,55,98.74
8080,Associative,28,88,1.25
8081,Associative,85,85,51.49
8082,Associative,16,43,92.46
8083,Associative,16,4,86.49
8084,Associative,35,71,3.29
8085,Additive,17,60,53.43
8086,Additive,73,12,1.42
8087,Associative,99,59,79.17
8088,Additive,52,77,31.58
8089,Additive,93,54,76.79
8090,Additive,82,44,94.53
8091,Additive,12,16,97.63
8092,Additive,83,6,89.52
8093,Additive,48,14,21.21
8094,Associative,22,58,20.27
8095,Additive,49,31,62.95
8096,Additive,52,100,54.86
8097,Additive,79,41,1.94
8098,Additive,1,35,39.78
8099,Associative,66,10,90.76
8100,Associative,64,81,89.94
8101,Associative,8,30,21.19
8102,Associative,86,44,38.81
8103,Additive,25,55,56.48
8104,Associative,66,71,85.43
8105,Associative,73,18,53.67
8106,Associative,73,83,96.85
8107,Associative,77,79,80.11
8108,Additive,70,86,95.36
8109,Associative,94,39,73.42
8110,Additive,79,42,87.88
8111,Associative,51,54,83.27
8112,Additive,53,30,26.13
8113,Additive,15,20,23.72
8114,Associative,50,96,86.57
8115,Associative,71,42,9.38
8116,Associative,75,89,41.45
8117,Associative,38,87,82.25
8118,Additive,40,5,81.51
8119,Additive,66,50,14.74
8120,Associative,39,41,49.28
8121,Associative,74,94,48.5
8122,Additive,17,39,33.05
8123,Associative,7,57,91.8
8124,Additive,39,91,65.66
8125,Associative,68,57,98.04
8126,Additive,35,37,7.61
8127,Additive,51,7,40.04
8128,Additive,47,5,83.68
8129,Additive,36,79,42.85
8130,Additive,64,51,26.93
8131,Associative,95,8,99.78
8132,Additive,89,56,87.44
8133,Associative,13,73,55.1
8134,Additive,18,11,56.61
8135,Additive,21,22,1.68
8136,Associative,65,98,98.12
8137,Associative,100,99,80.82
8138,Associative,8,77,4.64
8139,Associative,48,11,18.46
8140,Additive,85,60,82.28
8141,Associative,43,96,9.6
8142,Additive,53,15,94.24
8143,Associative,85,38,99.99
8144,Associative,27,1,88.76
8145,Additive,19,46,74.15
8146,Additive,23,88,49.24
8147,Associative,50,43,9.16
8148,Additive,51,22,73.31
8149,Additive,43,3,40.29
8150,Additive,99,14,57.45
8151,Additive,51,2,30.05
8152,Additive,69,61,24.97
8153,Additive,41,32,33.11
8154,Additive,72,38,81.57
8155,Additive,11,97,43.22
8156,Associative,80,46,31.86
8157,Additive,88,42,43.86
8158,Associative,85,6,4.2
8159,Additive,52,41,89.17
8160,Additive,23,25,55.62
8161,Additive,49,98,11.38
8162,Additive,38,11,29.55
8163,Associative,47,41,98.37
8164,Associative,72,71,59.71
8165,Additive,7,57,29.85
8166,Associative,66,46,43.21
8167,Additive,94,86,26.59
8168,Additive,77,48,4.15
8169,Associative,62,63,84.36
8170,Associative,87,39,29.96
8171,Additive,29,10,84.0
8172,Additive,38,85,48.38
8173,Associative,84,70,19.11
8174,Additive,33,65,80.39
8175,Associative,29,98,38.33
8176,Additive,79,59,71.07
8177,Additive,23,78,83.89
8178,Associative,3,36,96.34
8179,Associative,93,27,9.5
8180,Associative,45,73,1.83
8181,Additive,8,55,55.29
8182,Additive,86,70,27.16
8183,Additive,29,95,47.44
8184,Additive,2,81,8.19
8185,Associative,50,53,50.66
8186,Additive,65,60,13.36
8187,Additive,20,61,84.02
8188,Additive,52,36,76.19
8189,Associative,85,85,8.33
8190,Additive,37,27,83.8
8191,Additive,72,41,33.17
8192,Associative,27,28,35.93
8193,Additive,47,16,18.8
8194,Additive,99,35,83.7
8195,Associative,6,36,41.07
8196,Additive,60,56,5.83
8197,Additive,45,99,96.66
8198,Additive,44,19,26.33
8199,Associative,83,57,93.68
8200,Additive,18,85,30.82
8201,Additive,65,33,83.31
8202,Associative,25,23,66.76
8203,Associative,27,63,86.27
8204,Additive,7,70,97.64
8205,Additive,44,96,87.28
8206,Additive,29,22,40.96
8207,Additive,95,67,81.64
8208,Associative,44,99,71.45
8209,Additive,36,80,7.1
8210,Associative,19,59,93.05
8211,Associative,6,25,47.13
8212,Additive,25,17,14.31
8213,Additive,31,39,43.11
8214,Associative,9,77,60.71
8215,Associative,84,92,57.72
8216,Additive,74,75,57.9
8217,Associative,37,74,26.33
8218,Additive,27,39,63.64
8219,Additive,13,24,90.83
8220,Associative,41,38,39.48
8221,Associative,66,88,63.43
8222,Additive,85,97,25.15
8223,Associative,97,81,5.78
8224,Additive,24,57,58.99
8225,Additive,44,44,5.71
8226,Additive,98,36,72.63
8227,Associative,60,99,67.36
8228,Additive,9,70,37.56
8229,Additive,2,80,41.72
8230,Additive,56,45,91.86
8231,Additive,30,92,2.3
8232,Additive,22,96,56.77
8233,Additive,75,26,92.41
8234,Additive,81,11,91.48
8235,Additive,100,52,58.88
8236,Additive,13,25,38.74
8237,Additive,71,31,10.79
8238,Additive,16,85,18.2
8239,Associative,97,45,68.29
8240,Additive,45,67,2.65
8241,Additive,65,76,88.47
8242,Additive,11,40,59.21
8243,Associative,70,46,5.47
8244,Additive,20,54,24.74
8245,Associative,99,41,59.83
8246,Additive,63,89,4.52
8247,Additive,90,81,78.22
8248,Associative,12,38,92.07
8249,Additive,62,100,96.16
8250,Associative,94,36,73.63
8251,Associative,92,83,85.83
8252,Additive,91,44,61.46
8253,Additive,42,57,46.4
8254,Additive,83,66,71.6
8255,Additive,69,81,23.19
8256,Associative,58,30,11.87
8257,Associative,5,10,76.42
8258,Additive,27,99,95.86
8259,Associative,28,61,58.17
8260,Associative,26,63,48.77
8261,Additive,91,36,53.91
8262,Associative,49,54,48.37
8263,Associative,21,97,44.78
8264,Additive,1,65,94.76
8265,Associative,92,82,48.5
8266,Additive,58,4,9.03
8267,Associative,79,55,76.79
8268,Additive,55,54,39.76
8269,Associative,81,91,71.36
8270,Associative,26,89,58.38
8271,Additive,84,64,71.6
8272,Additive,25,92,7.14
8273,Additive,77,22,4.35
8274,Additive,33,25,38.48
8275,Associative,89,81,69.62
8276,Associative,72,59,23.14
8277,Associative,69,57,43.91
8278,Additive,6,54,98.1
8279,Associative,23,44,22.27
8280,Associative,30,52,84.95
8281,Additive,78,76,82.72
8282,Additive,54,16,89.24
8283,Associative,87,16,91.6
8284,Additive,11,81,51.22
8285,Associative,31,55,68.51
8286,Associative,6,61,62.27
8287,Additive,11,95,31.59
8288,Associative,77,79,28.7
8289,Additive,12,77,34.82
8290,Additive,66,40,22.63
8291,Associative,53,91,75.98
8292,Associative,99,21,96.49
8293,Associative,36,66,86.91
8294,Additive,17,8,22.58
8295,Associative,28,71,6.14
8296,Additive,92,10,75.95
8297,Additive,22,57,39.63
8298,Associative,7,4,82.64
8299,Additive,15,43,78.14
8300,Associative,96,100,62.92
8301,Associative,11,99,26.28
8302,Associative,24,63,11.3
8303,Associative,67,43,26.01
8304,Associative,30,67,51.47
8305,Associative,70,82,97.97
8306,Associative,66,51,7.31
8307,Additive,61,56,20.81
8308,Associative,78,43,63.1
8309,Additive,41,24,31.13
8310,Additive,82,96,85.99
8311,Additive,51,34,14.8
8312,Associative,44,59,96.35
8313,Additive,95,2,91.33
8314,Additive,13,2,88.87
8315,Associative,90,10,18.13
8316,Associative,12,23,33.62
8317,Additive,82,15,80.61
8318,Associative,9,76,80.97
8319,Associative,85,17,70.81
8320,Associative,48,82,45.36
8321,Associative,49,14,31.85
8322,Additive,53,81,96.33
8323,Associative,56,79,14.79
8324,Associative,40,76,5.33
8325,Associative,24,16,1.9
8326,Additive,98,32,77.73
8327,Additive,72,23,6.61
8328,Associative,33,34,54.33
8329,Associative,23,98,37.36
8330,Additive,77,16,15.54
8331,Associative,54,34,74.32
8332,Associative,53,71,6.45
8333,Additive,49,33,32.52
8334,Associative,78,68,56.66
8335,Associative,78,43,40.84
8336,Additive,80,64,26.66
8337,Additive,49,71,92.67
8338,Associative,60,18,93.17
8339,Additive,90,68,42.19
8340,Associative,90,61,39.98
8341,Associative,65,75,31.43
8342,Associative,32,20,85.72
8343,Additive,79,11,57.22
8344,Additive,21,79,9.86
8345,Associative,18,46,85.48
8346,Associative,94,64,53.95
8347,Additive,60,81,42.14
8348,Additive,13,98,34.45
8349,Additive,24,76,10.84
8350,Associative,30,28,95.71
8351,Additive,2,48,74.38
8352,Additive,83,35,14.05
8353,Associative,25,8,51.62
8354,Associative,50,91,56.0
8355,Associative,14,22,17.62
8356,Additive,6,24,43.29
8357,Associative,76,66,64.93
8358,Associative,84,95,29.12
8359,Associative,87,86,33.83
8360,Associative,30,64,13.08
8361,Additive,30,65,41.91
8362,Associative,38,14,58.8
8363,Additive,58,25,12.54
8364,Additive,94,100,61.86
8365,Additive,41,100,40.38
8366,Associative,94,3,68.14
8367,Additive,57,5,32.17
8368,Associative,36,65,57.28
8369,Associative,64,54,61.67
8370,Associative,98,19,69.36
8371,Additive,16,97,75.94
8372,Associative,88,54,14.5
8373,Associative,78,94,96.56
8374,Associative,90,76,84.52
8375,Additive,72,10,56.67
8376,Additive,14,98,89.15
8377,Additive,31,16,38.86
8378,Associative,66,46,4.39
8379,Additive,68,29,72.98
8380,Associative,65,15,94.39
8381,Associative,55,48,17.02
8382,Additive,84,11,64.74
8383,Associative,78,34,81.53
8384,Additive,40,36,90.6
8385,Associative,25,30,28.38
8386,Additive,25,99,13.74
8387,Associative,3,73,25.54
8388,Associative,69,82,58.19
8389,Associative,26,19,91.95
8390,Associative,40,68,58.67
8391,Associative,38,70,92.04
8392,Additive,38,33,77.23
8393,Associative,68,96,60.24
8394,Additive,7,80,3.16
8395,Additive,94,75,33.97
8396,Additive,30,22,6.69
8397,Associative,19,36,32.9
8398,Associative,35,23,7.17
8399,Associative,33,63,17.61
8400,Additive,33,26,41.66
8401,Associative,78,60,51.97
8402,Associative,38,95,22.5
8403,Additive,10,93,73.53
8404,Additive,57,5,59.45
8405,Additive,28,54,69.48
8406,Additive,78,38,73.54
8407,Additive,100,62,72.97
8408,Additive,38,25,93.69
8409,Associative,16,98,24.48
8410,Additive,21,12,27.75
8411,Associative,92,22,10.33
8412,Associative,97,9,59.67
8413,Associative,6,84,40.12
8414,Additive,41,29,50.12
8415,Associative,15,44,17.81
8416,Additive,3,93,65.26
8417,Additive,43,27,62.28
8418,Associative,47,55,27.21
8419,Additive,99,81,47.08
8420,Associative,14,5,89.54
8421,Associative,66,52,77.58
8422,Additive,29,13,23.47
8423,Associative,4,42,88.01
8424,Associative,26,15,7.66
8425,Associative,12,79,41.98
8426,Additive,2,18,8.93
8427,Associative,17,50,92.5
8428,Additive,35,2,5.03
8429,Additive,10,87,15.97
8430,Associative,86,13,91.59
8431,Associative,43,68,58.63
8432,Additive,21,47,79.72
8433,Additive,15,89,2.62
8434,Associative,35,75,42.49
8435,Associative,85,50,98.46
8436,Additive,85,12,58.4
8437,Additive,85,13,85.12
8438,Additive,60,9,96.39
8439,Additive,44,59,68.82
8440,Additive,96,45,33.44
8441,Associative,5,70,31.55
8442,Additive,73,43,8.06
8443,Additive,18,74,43.35
8444,Associative,21,23,91.62
8445,Associative,72,79,48.33
8446,Additive,98,45,91.19
8447,Additive,74,23,81.9
8448,Associative,51,34,98.43
8449,Additive,41,16,94.82
8450,Additive,24,63,70.94
8451,Associative,24,51,87.25
8452,Additive,96,32,75.06
8453,Associative,97,38,70.64
8454,Associative,38,56,71.84
8455,Associative,44,69,72.38
8456,Associative,57,17,38.56
8457,Additive,59,86,42.93
8458,Associative,34,39,30.11
8459,Additive,75,41,15.68
8460,Additive,95,48,46.39
8461,Additive,82,82,90.09
8462,Additive,23,28,65.48
8463,Additive,86,77,6.56
8464,Associative,43,50,81.31
8465,Associative,82,1,93.6
8466,Associative,40,50,83.11
8467,Associative,47,19,73.03
8468,Additive,41,98,15.86
8469,Associative,47,59,35.55
8470,Additive,20,68,56.96
8471,Additive,77,67,8.61
8472,Associative,65,41,11.52
8473,Associative,68,10,93.49
8474,Associative,24,28,70.57
8475,Associative,100,34,28.23
8476,Additive,36,39,33.41
8477,Additive,45,83,39.06
8478,Associative,2,56,8.43
8479,Additive,28,52,74.18
8480,Additive,26,100,18.51
8481,Additive,23,3,80.71
8482,Associative,79,23,84.74
8483,Additive,36,17,64.2
8484,Associative,91,71,77.22
8485,Associative,6,26,18.01
8486,Additive,35,18,58.02
8487,Additive,38,46,68.0
8488,Associative,35,70,66.49
8489,Additive,100,31,12.61
8490,Additive,74,93,35.09
8491,Associative,94,9,33.18
8492,Associative,53,35,57.68
8493,Associative,38,81,76.76
8494,Associative,93,60,57.49
8495,Additive,59,76,75.73
8496,Additive,43,63,10.8
8497,Associative,4,100,87.94
8498,Associative,5,52,54.13
8499,Associative,68,48,4.71
8500,Additive,100,61,64.68
8501,Associative,45,24,52.22
8502,Additive,80,74,22.82
8503,Associative,25,58,76.68
8504,Associative,78,64,93.42
8505,Associative,11,30,32.95
8506,Additive,29,29,49.9
8507,Additive,34,10,13.69
8508,Additive,86,39,93.05
8509,Associative,14,55,32.56
8510,Additive,24,28,20.28
8511,Additive,59,18,48.36
8512,Associative,39,41,5.28
8513,Associative,26,81,26.03
8514,Additive,43,75,7.7
8515,Additive,36,65,13.61
8516,Additive,39,81,12.1
8517,Additive,61,100,87.37
8518,Associative,16,100,93.11
8519,Associative,59,46,47.98
8520,Associative,96,60,63.41
8521,Additive,6,9,69.89
8522,Additive,98,45,39.74
8523,Associative,56,60,37.65
8524,Associative,8,28,67.88
8525,Additive,94,97,38.29
8526,Additive,27,3,58.52
8527,Associative,71,51,52.0
8528,Associative,27,8,52.92
8529,Associative,89,70,83.11
8530,Additive,46,59,70.7
8531,Additive,41,61,96.11
8532,Additive,79,58,79.31
8533,Additive,25,70,15.43
8534,Additive,86,93,74.11
8535,Additive,18,12,66.9
8536,Associative,12,9,64.96
8537,Associative,87,49,48.59
8538,Additive,51,83,7.18
8539,Associative,39,17,95.2
8540,Additive,89,54,85.34
8541,Associative,10,44,49.19
8542,Additive,94,32,16.7
8543,Associative,74,35,82.62
8544,Associative,98,78,43.64
8545,Additive,77,49,39.62
8546,Additive,54,54,66.87
8547,Associative,29,16,76.11
8548,Associative,41,85,7.22
8549,Additive,9,12,76.99
8550,Associative,63,88,73.66
8551,Additive,77,98,59.33
8552,Additive,37,8,34.5
8553,Associative,14,21,17.32
8554,Additive,73,48,11.16
8555,Associative,72,8,1.12
8556,Associative,39,28,21.44
8557,Additive,40,80,41.72
8558,Associative,54,10,25.12
8559,Additive,3,52,31.59
8560,Additive,55,15,39.65
8561,Additive,33,4,31.52
8562,Associative,96,90,72.74
8563,Additive,71,79,49.68
8564,Associative,19,100,2.91
8565,Additive,34,96,23.44
8566,Additive,78,62,71.26
8567,Additive,50,4,30.79
8568,Associative,47,41,92.09
8569,Associative,46,73,71.55
8570,Additive,56,99,29.7
8571,Additive,57,55,52.12
8572,Associative,83,28,67.06
8573,Associative,51,47,20.14
8574,Associative,54,9,25.37
8575,Additive,90,2,51.21
8576,Associative,81,67,92.56
8577,Additive,28,48,35.06
8578,Associative,19,69,40.81
8579,Additive,27,74,19.87
8580,Additive,48,28,59.73
8581,Additive,19,79,74.27
8582,Associative,97,14,44.62
