Id;Date;Year;Month;Year_Month_Number;Year_Month_Name;Day;Day_Name;Day_Name_Short;Month_Name;Month_Name_Short;Quarter;Quarter_Name;Year_Quarter_Number;Year_Quarter_Name;Week_Number;Day_of_Year;Singular_Day;Name_Singular_Day
554;7/8/2021;2021;7;202107;2021-Jul;8;Thursday;Thu;July;Jul;3;Q3;2021Q;2021 Q3;27;189;NORMAL;NORMAL
555;7/9/2021;2021;7;202107;2021-Jul;9;Friday;Fri;July;Jul;3;Q3;2021Q;2021 Q3;27;190;NORMAL;NORMAL
556;7/10/2021;2021;7;202107;2021-Jul;10;Saturday;Sat;July;Jul;3;Q3;2021Q;2021 Q3;27;191;NORMAL;NORMAL
557;7/11/2021;2021;7;202107;2021-Jul;11;Sunday;Sun;July;Jul;3;Q3;2021Q;2021 Q3;27;192;NORMAL;NORMAL
558;7/12/2021;2021;7;202107;2021-Jul;12;Monday;Mon;July;Jul;3;Q3;2021Q;2021 Q3;28;193;NORMAL;NORMAL
559;7/13/2021;2021;7;202107;2021-Jul;13;Tuesday;Tue;July;Jul;3;Q3;2021Q;2021 Q3;28;194;NORMAL;NORMAL
560;7/14/2021;2021;7;202107;2021-Jul;14;Wednesday;Wed;July;Jul;3;Q3;2021Q;2021 Q3;28;195;NORMAL;NORMAL
561;7/15/2021;2021;7;202107;2021-Jul;15;Thursday;Thu;July;Jul;3;Q3;2021Q;2021 Q3;28;196;NORMAL;NORMAL
562;7/16/2021;2021;7;202107;2021-Jul;16;Friday;Fri;July;Jul;3;Q3;2021Q;2021 Q3;28;197;NORMAL;NORMAL
563;7/17/2021;2021;7;202107;2021-Jul;17;Saturday;Sat;July;Jul;3;Q3;2021Q;2021 Q3;28;198;NORMAL;NORMAL
564;7/18/2021;2021;7;202107;2021-Jul;18;Sunday;Sun;July;Jul;3;Q3;2021Q;2021 Q3;28;199;NORMAL;NORMAL
565;7/19/2021;2021;7;202107;2021-Jul;19;Monday;Mon;July;Jul;3;Q3;2021Q;2021 Q3;29;200;NORMAL;NORMAL
566;7/20/2021;2021;7;202107;2021-Jul;20;Tuesday;Tue;July;Jul;3;Q3;2021Q;2021 Q3;29;201;NORMAL;NORMAL
567;7/21/2021;2021;7;202107;2021-Jul;21;Wednesday;Wed;July;Jul;3;Q3;2021Q;2021 Q3;29;202;NORMAL;NORMAL
568;7/22/2021;2021;7;202107;2021-Jul;22;Thursday;Thu;July;Jul;3;Q3;2021Q;2021 Q3;29;203;NORMAL;NORMAL
569;7/23/2021;2021;7;202107;2021-Jul;23;Friday;Fri;July;Jul;3;Q3;2021Q;2021 Q3;29;204;NORMAL;NORMAL
570;7/24/2021;2021;7;202107;2021-Jul;24;Saturday;Sat;July;Jul;3;Q3;2021Q;2021 Q3;29;205;NORMAL;NORMAL
571;7/25/2021;2021;7;202107;2021-Jul;25;Sunday;Sun;July;Jul;3;Q3;2021Q;2021 Q3;29;206;NORMAL;NORMAL
572;7/26/2021;2021;7;202107;2021-Jul;26;Monday;Mon;July;Jul;3;Q3;2021Q;2021 Q3;30;207;NORMAL;NORMAL
573;7/27/2021;2021;7;202107;2021-Jul;27;Tuesday;Tue;July;Jul;3;Q3;2021Q;2021 Q3;30;208;NORMAL;NORMAL
574;7/28/2021;2021;7;202107;2021-Jul;28;Wednesday;Wed;July;Jul;3;Q3;2021Q;2021 Q3;30;209;NORMAL;NORMAL
575;7/29/2021;2021;7;202107;2021-Jul;29;Thursday;Thu;July;Jul;3;Q3;2021Q;2021 Q3;30;210;NORMAL;NORMAL
576;7/30/2021;2021;7;202107;2021-Jul;30;Friday;Fri;July;Jul;3;Q3;2021Q;2021 Q3;30;211;NORMAL;NORMAL
577;7/31/2021;2021;7;202107;2021-Jul;31;Saturday;Sat;July;Jul;3;Q3;2021Q;2021 Q3;30;212;NORMAL;NORMAL
578;8/1/2021;2021;8;202108;2021-Aug;1;Sunday;Sun;August;Aug;3;Q3;2021Q;2021 Q3;30;213;NORMAL;NORMAL
579;8/2/2021;2021;8;202108;2021-Aug;2;Monday;Mon;August;Aug;3;Q3;2021Q;2021 Q3;31;214;NORMAL;NORMAL
580;8/3/2021;2021;8;202108;2021-Aug;3;Tuesday;Tue;August;Aug;3;Q3;2021Q;2021 Q3;31;215;NORMAL;NORMAL
581;8/4/2021;2021;8;202108;2021-Aug;4;Wednesday;Wed;August;Aug;3;Q3;2021Q;2021 Q3;31;216;NORMAL;NORMAL
582;8/5/2021;2021;8;202108;2021-Aug;5;Thursday;Thu;August;Aug;3;Q3;2021Q;2021 Q3;31;217;NORMAL;NORMAL
583;8/6/2021;2021;8;202108;2021-Aug;6;Friday;Fri;August;Aug;3;Q3;2021Q;2021 Q3;31;218;NORMAL;NORMAL
584;8/7/2021;2021;8;202108;2021-Aug;7;Saturday;Sat;August;Aug;3;Q3;2021Q;2021 Q3;31;219;NORMAL;NORMAL
585;8/8/2021;2021;8;202108;2021-Aug;8;Sunday;Sun;August;Aug;3;Q3;2021Q;2021 Q3;31;220;NORMAL;NORMAL
586;8/9/2021;2021;8;202108;2021-Aug;9;Monday;Mon;August;Aug;3;Q3;2021Q;2021 Q3;32;221;NORMAL;NORMAL
587;8/10/2021;2021;8;202108;2021-Aug;10;Tuesday;Tue;August;Aug;3;Q3;2021Q;2021 Q3;32;222;NORMAL;NORMAL
588;8/11/2021;2021;8;202108;2021-Aug;11;Wednesday;Wed;August;Aug;3;Q3;2021Q;2021 Q3;32;223;NORMAL;NORMAL
589;8/12/2021;2021;8;202108;2021-Aug;12;Thursday;Thu;August;Aug;3;Q3;2021Q;2021 Q3;32;224;NORMAL;NORMAL
590;8/13/2021;2021;8;202108;2021-Aug;13;Friday;Fri;August;Aug;3;Q3;2021Q;2021 Q3;32;225;NORMAL;NORMAL
591;8/14/2021;2021;8;202108;2021-Aug;14;Saturday;Sat;August;Aug;3;Q3;2021Q;2021 Q3;32;226;NORMAL;NORMAL
592;8/15/2021;2021;8;202108;2021-Aug;15;Sunday;Sun;August;Aug;3;Q3;2021Q;2021 Q3;32;227;NORMAL;NORMAL
593;8/16/2021;2021;8;202108;2021-Aug;16;Monday;Mon;August;Aug;3;Q3;2021Q;2021 Q3;33;228;NORMAL;NORMAL
594;8/17/2021;2021;8;202108;2021-Aug;17;Tuesday;Tue;August;Aug;3;Q3;2021Q;2021 Q3;33;229;NORMAL;NORMAL
595;8/18/2021;2021;8;202108;2021-Aug;18;Wednesday;Wed;August;Aug;3;Q3;2021Q;2021 Q3;33;230;NORMAL;NORMAL
596;8/19/2021;2021;8;202108;2021-Aug;19;Thursday;Thu;August;Aug;3;Q3;2021Q;2021 Q3;33;231;NORMAL;NORMAL
597;8/20/2021;2021;8;202108;2021-Aug;20;Friday;Fri;August;Aug;3;Q3;2021Q;2021 Q3;33;232;NORMAL;NORMAL
598;8/21/2021;2021;8;202108;2021-Aug;21;Saturday;Sat;August;Aug;3;Q3;2021Q;2021 Q3;33;233;NORMAL;NORMAL
599;8/22/2021;2021;8;202108;2021-Aug;22;Sunday;Sun;August;Aug;3;Q3;2021Q;2021 Q3;33;234;NORMAL;NORMAL
600;8/23/2021;2021;8;202108;2021-Aug;23;Monday;Mon;August;Aug;3;Q3;2021Q;2021 Q3;34;235;NORMAL;NORMAL
601;8/24/2021;2021;8;202108;2021-Aug;24;Tuesday;Tue;August;Aug;3;Q3;2021Q;2021 Q3;34;236;NORMAL;NORMAL
602;8/25/2021;2021;8;202108;2021-Aug;25;Wednesday;Wed;August;Aug;3;Q3;2021Q;2021 Q3;34;237;NORMAL;NORMAL
603;8/26/2021;2021;8;202108;2021-Aug;26;Thursday;Thu;August;Aug;3;Q3;2021Q;2021 Q3;34;238;NORMAL;NORMAL
604;8/27/2021;2021;8;202108;2021-Aug;27;Friday;Fri;August;Aug;3;Q3;2021Q;2021 Q3;34;239;NORMAL;NORMAL
605;8/28/2021;2021;8;202108;2021-Aug;28;Saturday;Sat;August;Aug;3;Q3;2021Q;2021 Q3;34;240;NORMAL;NORMAL
606;8/29/2021;2021;8;202108;2021-Aug;29;Sunday;Sun;August;Aug;3;Q3;2021Q;2021 Q3;34;241;NORMAL;NORMAL
607;8/30/2021;2021;8;202108;2021-Aug;30;Monday;Mon;August;Aug;3;Q3;2021Q;2021 Q3;35;242;NORMAL;NORMAL
608;8/31/2021;2021;8;202108;2021-Aug;31;Tuesday;Tue;August;Aug;3;Q3;2021Q;2021 Q3;35;243;NORMAL;NORMAL
609;9/1/2021;2021;9;202109;2021-Sep;1;Wednesday;Wed;September;Sep;3;Q3;2021Q;2021 Q3;35;244;NORMAL;NORMAL
610;9/2/2021;2021;9;202109;2021-Sep;2;Thursday;Thu;September;Sep;3;Q3;2021Q;2021 Q3;35;245;NORMAL;NORMAL
611;9/3/2021;2021;9;202109;2021-Sep;3;Friday;Fri;September;Sep;3;Q3;2021Q;2021 Q3;35;246;NORMAL;NORMAL
612;9/4/2021;2021;9;202109;2021-Sep;4;Saturday;Sat;September;Sep;3;Q3;2021Q;2021 Q3;35;247;NORMAL;NORMAL
613;9/5/2021;2021;9;202109;2021-Sep;5;Sunday;Sun;September;Sep;3;Q3;2021Q;2021 Q3;35;248;NORMAL;NORMAL
614;9/6/2021;2021;9;202109;2021-Sep;6;Monday;Mon;September;Sep;3;Q3;2021Q;2021 Q3;36;249;NORMAL;NORMAL
615;9/7/2021;2021;9;202109;2021-Sep;7;Tuesday;Tue;September;Sep;3;Q3;2021Q;2021 Q3;36;250;NORMAL;NORMAL
616;9/8/2021;2021;9;202109;2021-Sep;8;Wednesday;Wed;September;Sep;3;Q3;2021Q;2021 Q3;36;251;NORMAL;NORMAL
617;9/9/2021;2021;9;202109;2021-Sep;9;Thursday;Thu;September;Sep;3;Q3;2021Q;2021 Q3;36;252;NORMAL;NORMAL
618;9/10/2021;2021;9;202109;2021-Sep;10;Friday;Fri;September;Sep;3;Q3;2021Q;2021 Q3;36;253;NORMAL;NORMAL
619;9/11/2021;2021;9;202109;2021-Sep;11;Saturday;Sat;September;Sep;3;Q3;2021Q;2021 Q3;36;254;NORMAL;NORMAL
620;9/12/2021;2021;9;202109;2021-Sep;12;Sunday;Sun;September;Sep;3;Q3;2021Q;2021 Q3;36;255;NORMAL;NORMAL
621;9/13/2021;2021;9;202109;2021-Sep;13;Monday;Mon;September;Sep;3;Q3;2021Q;2021 Q3;37;256;NORMAL;NORMAL
622;9/14/2021;2021;9;202109;2021-Sep;14;Tuesday;Tue;September;Sep;3;Q3;2021Q;2021 Q3;37;257;NORMAL;NORMAL
623;9/15/2021;2021;9;202109;2021-Sep;15;Wednesday;Wed;September;Sep;3;Q3;2021Q;2021 Q3;37;258;NORMAL;NORMAL
624;9/16/2021;2021;9;202109;2021-Sep;16;Thursday;Thu;September;Sep;3;Q3;2021Q;2021 Q3;37;259;NORMAL;NORMAL
625;9/17/2021;2021;9;202109;2021-Sep;17;Friday;Fri;September;Sep;3;Q3;2021Q;2021 Q3;37;260;NORMAL;NORMAL
626;9/18/2021;2021;9;202109;2021-Sep;18;Saturday;Sat;September;Sep;3;Q3;2021Q;2021 Q3;37;261;NORMAL;NORMAL
627;9/19/2021;2021;9;202109;2021-Sep;19;Sunday;Sun;September;Sep;3;Q3;2021Q;2021 Q3;37;262;NORMAL;NORMAL
628;9/20/2021;2021;9;202109;2021-Sep;20;Monday;Mon;September;Sep;3;Q3;2021Q;2021 Q3;38;263;NORMAL;NORMAL
629;9/21/2021;2021;9;202109;2021-Sep;21;Tuesday;Tue;September;Sep;3;Q3;2021Q;2021 Q3;38;264;NORMAL;NORMAL
630;9/22/2021;2021;9;202109;2021-Sep;22;Wednesday;Wed;September;Sep;3;Q3;2021Q;2021 Q3;38;265;NORMAL;NORMAL
631;9/23/2021;2021;9;202109;2021-Sep;23;Thursday;Thu;September;Sep;3;Q3;2021Q;2021 Q3;38;266;NORMAL;NORMAL
632;9/24/2021;2021;9;202109;2021-Sep;24;Friday;Fri;September;Sep;3;Q3;2021Q;2021 Q3;38;267;NORMAL;NORMAL
633;9/25/2021;2021;9;202109;2021-Sep;25;Saturday;Sat;September;Sep;3;Q3;2021Q;2021 Q3;38;268;NORMAL;NORMAL
634;9/26/2021;2021;9;202109;2021-Sep;26;Sunday;Sun;September;Sep;3;Q3;2021Q;2021 Q3;38;269;NORMAL;NORMAL
635;9/27/2021;2021;9;202109;2021-Sep;27;Monday;Mon;September;Sep;3;Q3;2021Q;2021 Q3;39;270;NORMAL;NORMAL
636;9/28/2021;2021;9;202109;2021-Sep;28;Tuesday;Tue;September;Sep;3;Q3;2021Q;2021 Q3;39;271;NORMAL;NORMAL
637;9/29/2021;2021;9;202109;2021-Sep;29;Wednesday;Wed;September;Sep;3;Q3;2021Q;2021 Q3;39;272;NORMAL;NORMAL
638;9/30/2021;2021;9;202109;2021-Sep;30;Thursday;Thu;September;Sep;3;Q3;2021Q;2021 Q3;39;273;NORMAL;NORMAL
639;10/1/2021;2021;10;202110;2021-Oct;1;Friday;Fri;October;Oct;4;Q4;2021Q;2021 Q4;39;274;NORMAL;NORMAL
640;10/2/2021;2021;10;202110;2021-Oct;2;Saturday;Sat;October;Oct;4;Q4;2021Q;2021 Q4;39;275;NORMAL;NORMAL
641;10/3/2021;2021;10;202110;2021-Oct;3;Sunday;Sun;October;Oct;4;Q4;2021Q;2021 Q4;39;276;NORMAL;NORMAL
642;10/4/2021;2021;10;202110;2021-Oct;4;Monday;Mon;October;Oct;4;Q4;2021Q;2021 Q4;40;277;NORMAL;NORMAL
643;10/5/2021;2021;10;202110;2021-Oct;5;Tuesday;Tue;October;Oct;4;Q4;2021Q;2021 Q4;40;278;NORMAL;NORMAL
644;10/6/2021;2021;10;202110;2021-Oct;6;Wednesday;Wed;October;Oct;4;Q4;2021Q;2021 Q4;40;279;NORMAL;NORMAL
645;10/7/2021;2021;10;202110;2021-Oct;7;Thursday;Thu;October;Oct;4;Q4;2021Q;2021 Q4;40;280;NORMAL;NORMAL
646;10/8/2021;2021;10;202110;2021-Oct;8;Friday;Fri;October;Oct;4;Q4;2021Q;2021 Q4;40;281;NORMAL;NORMAL
647;10/9/2021;2021;10;202110;2021-Oct;9;Saturday;Sat;October;Oct;4;Q4;2021Q;2021 Q4;40;282;NORMAL;NORMAL
648;10/10/2021;2021;10;202110;2021-Oct;10;Sunday;Sun;October;Oct;4;Q4;2021Q;2021 Q4;40;283;NORMAL;NORMAL
649;10/11/2021;2021;10;202110;2021-Oct;11;Monday;Mon;October;Oct;4;Q4;2021Q;2021 Q4;41;284;NORMAL;NORMAL
650;10/12/2021;2021;10;202110;2021-Oct;12;Tuesday;Tue;October;Oct;4;Q4;2021Q;2021 Q4;41;285;NORMAL;NORMAL
651;10/13/2021;2021;10;202110;2021-Oct;13;Wednesday;Wed;October;Oct;4;Q4;2021Q;2021 Q4;41;286;NORMAL;NORMAL
652;10/14/2021;2021;10;202110;2021-Oct;14;Thursday;Thu;October;Oct;4;Q4;2021Q;2021 Q4;41;287;NORMAL;NORMAL
653;10/15/2021;2021;10;202110;2021-Oct;15;Friday;Fri;October;Oct;4;Q4;2021Q;2021 Q4;41;288;NORMAL;NORMAL
654;10/16/2021;2021;10;202110;2021-Oct;16;Saturday;Sat;October;Oct;4;Q4;2021Q;2021 Q4;41;289;NORMAL;NORMAL
655;10/17/2021;2021;10;202110;2021-Oct;17;Sunday;Sun;October;Oct;4;Q4;2021Q;2021 Q4;41;290;NORMAL;NORMAL
656;10/18/2021;2021;10;202110;2021-Oct;18;Monday;Mon;October;Oct;4;Q4;2021Q;2021 Q4;42;291;NORMAL;NORMAL
657;10/19/2021;2021;10;202110;2021-Oct;19;Tuesday;Tue;October;Oct;4;Q4;2021Q;2021 Q4;42;292;NORMAL;NORMAL
658;10/20/2021;2021;10;202110;2021-Oct;20;Wednesday;Wed;October;Oct;4;Q4;2021Q;2021 Q4;42;293;NORMAL;NORMAL
659;10/21/2021;2021;10;202110;2021-Oct;21;Thursday;Thu;October;Oct;4;Q4;2021Q;2021 Q4;42;294;NORMAL;NORMAL
660;10/22/2021;2021;10;202110;2021-Oct;22;Friday;Fri;October;Oct;4;Q4;2021Q;2021 Q4;42;295;NORMAL;NORMAL
661;10/23/2021;2021;10;202110;2021-Oct;23;Saturday;Sat;October;Oct;4;Q4;2021Q;2021 Q4;42;296;NORMAL;NORMAL
662;10/24/2021;2021;10;202110;2021-Oct;24;Sunday;Sun;October;Oct;4;Q4;2021Q;2021 Q4;42;297;NORMAL;NORMAL
663;10/25/2021;2021;10;202110;2021-Oct;25;Monday;Mon;October;Oct;4;Q4;2021Q;2021 Q4;43;298;NORMAL;NORMAL
664;10/26/2021;2021;10;202110;2021-Oct;26;Tuesday;Tue;October;Oct;4;Q4;2021Q;2021 Q4;43;299;NORMAL;NORMAL
665;10/27/2021;2021;10;202110;2021-Oct;27;Wednesday;Wed;October;Oct;4;Q4;2021Q;2021 Q4;43;300;NORMAL;NORMAL
666;10/28/2021;2021;10;202110;2021-Oct;28;Thursday;Thu;October;Oct;4;Q4;2021Q;2021 Q4;43;301;NORMAL;NORMAL
667;10/29/2021;2021;10;202110;2021-Oct;29;Friday;Fri;October;Oct;4;Q4;2021Q;2021 Q4;43;302;NORMAL;NORMAL
668;10/30/2021;2021;10;202110;2021-Oct;30;Saturday;Sat;October;Oct;4;Q4;2021Q;2021 Q4;43;303;NORMAL;NORMAL
669;10/31/2021;2021;10;202110;2021-Oct;31;Sunday;Sun;October;Oct;4;Q4;2021Q;2021 Q4;43;304;NORMAL;NORMAL
670;11/1/2021;2021;11;202111;2021-Nov;1;Monday;Mon;November;Nov;4;Q4;2021Q;2021 Q4;44;305;NORMAL;NORMAL
671;11/2/2021;2021;11;202111;2021-Nov;2;Tuesday;Tue;November;Nov;4;Q4;2021Q;2021 Q4;44;306;NORMAL;NORMAL
672;11/3/2021;2021;11;202111;2021-Nov;3;Wednesday;Wed;November;Nov;4;Q4;2021Q;2021 Q4;44;307;NORMAL;NORMAL
673;11/4/2021;2021;11;202111;2021-Nov;4;Thursday;Thu;November;Nov;4;Q4;2021Q;2021 Q4;44;308;NORMAL;NORMAL
674;11/5/2021;2021;11;202111;2021-Nov;5;Friday;Fri;November;Nov;4;Q4;2021Q;2021 Q4;44;309;NORMAL;NORMAL
675;11/6/2021;2021;11;202111;2021-Nov;6;Saturday;Sat;November;Nov;4;Q4;2021Q;2021 Q4;44;310;NORMAL;NORMAL
676;11/7/2021;2021;11;202111;2021-Nov;7;Sunday;Sun;November;Nov;4;Q4;2021Q;2021 Q4;44;311;NORMAL;NORMAL
677;11/8/2021;2021;11;202111;2021-Nov;8;Monday;Mon;November;Nov;4;Q4;2021Q;2021 Q4;45;312;NORMAL;NORMAL
678;11/9/2021;2021;11;202111;2021-Nov;9;Tuesday;Tue;November;Nov;4;Q4;2021Q;2021 Q4;45;313;NORMAL;NORMAL
679;11/10/2021;2021;11;202111;2021-Nov;10;Wednesday;Wed;November;Nov;4;Q4;2021Q;2021 Q4;45;314;NORMAL;NORMAL
680;11/11/2021;2021;11;202111;2021-Nov;11;Thursday;Thu;November;Nov;4;Q4;2021Q;2021 Q4;45;315;NORMAL;NORMAL
681;11/12/2021;2021;11;202111;2021-Nov;12;Friday;Fri;November;Nov;4;Q4;2021Q;2021 Q4;45;316;NORMAL;NORMAL
682;11/13/2021;2021;11;202111;2021-Nov;13;Saturday;Sat;November;Nov;4;Q4;2021Q;2021 Q4;45;317;NORMAL;NORMAL
683;11/14/2021;2021;11;202111;2021-Nov;14;Sunday;Sun;November;Nov;4;Q4;2021Q;2021 Q4;45;318;NORMAL;NORMAL
684;11/15/2021;2021;11;202111;2021-Nov;15;Monday;Mon;November;Nov;4;Q4;2021Q;2021 Q4;46;319;NORMAL;NORMAL
685;11/16/2021;2021;11;202111;2021-Nov;16;Tuesday;Tue;November;Nov;4;Q4;2021Q;2021 Q4;46;320;NORMAL;NORMAL
686;11/17/2021;2021;11;202111;2021-Nov;17;Wednesday;Wed;November;Nov;4;Q4;2021Q;2021 Q4;46;321;NORMAL;NORMAL
687;11/18/2021;2021;11;202111;2021-Nov;18;Thursday;Thu;November;Nov;4;Q4;2021Q;2021 Q4;46;322;NORMAL;NORMAL
688;11/19/2021;2021;11;202111;2021-Nov;19;Friday;Fri;November;Nov;4;Q4;2021Q;2021 Q4;46;323;NORMAL;NORMAL
689;11/20/2021;2021;11;202111;2021-Nov;20;Saturday;Sat;November;Nov;4;Q4;2021Q;2021 Q4;46;324;NORMAL;NORMAL
690;11/21/2021;2021;11;202111;2021-Nov;21;Sunday;Sun;November;Nov;4;Q4;2021Q;2021 Q4;46;325;NORMAL;NORMAL
691;11/22/2021;2021;11;202111;2021-Nov;22;Monday;Mon;November;Nov;4;Q4;2021Q;2021 Q4;47;326;NORMAL;NORMAL
692;11/23/2021;2021;11;202111;2021-Nov;23;Tuesday;Tue;November;Nov;4;Q4;2021Q;2021 Q4;47;327;NORMAL;NORMAL
693;11/24/2021;2021;11;202111;2021-Nov;24;Wednesday;Wed;November;Nov;4;Q4;2021Q;2021 Q4;47;328;NORMAL;NORMAL
694;11/25/2021;2021;11;202111;2021-Nov;25;Thursday;Thu;November;Nov;4;Q4;2021Q;2021 Q4;47;329;SINGULAR;Black Friday
695;11/26/2021;2021;11;202111;2021-Nov;26;Friday;Fri;November;Nov;4;Q4;2021Q;2021 Q4;47;330;NORMAL;NORMAL
696;11/27/2021;2021;11;202111;2021-Nov;27;Saturday;Sat;November;Nov;4;Q4;2021Q;2021 Q4;47;331;NORMAL;NORMAL
697;11/28/2021;2021;11;202111;2021-Nov;28;Sunday;Sun;November;Nov;4;Q4;2021Q;2021 Q4;47;332;NORMAL;NORMAL
698;11/29/2021;2021;11;202111;2021-Nov;29;Monday;Mon;November;Nov;4;Q4;2021Q;2021 Q4;48;333;NORMAL;NORMAL
699;11/30/2021;2021;11;202111;2021-Nov;30;Tuesday;Tue;November;Nov;4;Q4;2021Q;2021 Q4;48;334;NORMAL;NORMAL
700;12/1/2021;2021;12;202112;2021-Dec;1;Wednesday;Wed;December;Dec;4;Q4;2021Q;2021 Q4;48;335;NORMAL;NORMAL
701;12/2/2021;2021;12;202112;2021-Dec;2;Thursday;Thu;December;Dec;4;Q4;2021Q;2021 Q4;48;336;NORMAL;NORMAL
702;12/3/2021;2021;12;202112;2021-Dec;3;Friday;Fri;December;Dec;4;Q4;2021Q;2021 Q4;48;337;NORMAL;NORMAL
703;12/4/2021;2021;12;202112;2021-Dec;4;Saturday;Sat;December;Dec;4;Q4;2021Q;2021 Q4;48;338;NORMAL;NORMAL
704;12/5/2021;2021;12;202112;2021-Dec;5;Sunday;Sun;December;Dec;4;Q4;2021Q;2021 Q4;48;339;NORMAL;NORMAL
705;12/6/2021;2021;12;202112;2021-Dec;6;Monday;Mon;December;Dec;4;Q4;2021Q;2021 Q4;49;340;NORMAL;NORMAL
706;12/7/2021;2021;12;202112;2021-Dec;7;Tuesday;Tue;December;Dec;4;Q4;2021Q;2021 Q4;49;341;NORMAL;NORMAL
707;12/8/2021;2021;12;202112;2021-Dec;8;Wednesday;Wed;December;Dec;4;Q4;2021Q;2021 Q4;49;342;NORMAL;NORMAL
708;12/9/2021;2021;12;202112;2021-Dec;9;Thursday;Thu;December;Dec;4;Q4;2021Q;2021 Q4;49;343;NORMAL;NORMAL
709;12/10/2021;2021;12;202112;2021-Dec;10;Friday;Fri;December;Dec;4;Q4;2021Q;2021 Q4;49;344;NORMAL;NORMAL
710;12/11/2021;2021;12;202112;2021-Dec;11;Saturday;Sat;December;Dec;4;Q4;2021Q;2021 Q4;49;345;NORMAL;NORMAL
711;12/12/2021;2021;12;202112;2021-Dec;12;Sunday;Sun;December;Dec;4;Q4;2021Q;2021 Q4;49;346;NORMAL;NORMAL
712;12/13/2021;2021;12;202112;2021-Dec;13;Monday;Mon;December;Dec;4;Q4;2021Q;2021 Q4;50;347;NORMAL;NORMAL
713;12/14/2021;2021;12;202112;2021-Dec;14;Tuesday;Tue;December;Dec;4;Q4;2021Q;2021 Q4;50;348;NORMAL;NORMAL
714;12/15/2021;2021;12;202112;2021-Dec;15;Wednesday;Wed;December;Dec;4;Q4;2021Q;2021 Q4;50;349;NORMAL;NORMAL
715;12/16/2021;2021;12;202112;2021-Dec;16;Thursday;Thu;December;Dec;4;Q4;2021Q;2021 Q4;50;350;NORMAL;NORMAL
716;12/17/2021;2021;12;202112;2021-Dec;17;Friday;Fri;December;Dec;4;Q4;2021Q;2021 Q4;50;351;SINGULAR;Super Saturday
717;12/18/2021;2021;12;202112;2021-Dec;18;Saturday;Sat;December;Dec;4;Q4;2021Q;2021 Q4;50;352;NORMAL;NORMAL
718;12/19/2021;2021;12;202112;2021-Dec;19;Sunday;Sun;December;Dec;4;Q4;2021Q;2021 Q4;50;353;NORMAL;NORMAL
719;12/20/2021;2021;12;202112;2021-Dec;20;Monday;Mon;December;Dec;4;Q4;2021Q;2021 Q4;51;354;NORMAL;NORMAL
720;12/21/2021;2021;12;202112;2021-Dec;21;Tuesday;Tue;December;Dec;4;Q4;2021Q;2021 Q4;51;355;NORMAL;NORMAL
721;12/22/2021;2021;12;202112;2021-Dec;22;Wednesday;Wed;December;Dec;4;Q4;2021Q;2021 Q4;51;356;NORMAL;NORMAL
722;12/23/2021;2021;12;202112;2021-Dec;23;Thursday;Thu;December;Dec;4;Q4;2021Q;2021 Q4;51;357;NORMAL;NORMAL
723;12/24/2021;2021;12;202112;2021-Dec;24;Friday;Fri;December;Dec;4;Q4;2021Q;2021 Q4;51;358;NORMAL;NORMAL
724;12/25/2021;2021;12;202112;2021-Dec;25;Saturday;Sat;December;Dec;4;Q4;2021Q;2021 Q4;51;359;NORMAL;NORMAL
725;12/26/2021;2021;12;202112;2021-Dec;26;Sunday;Sun;December;Dec;4;Q4;2021Q;2021 Q4;51;360;NORMAL;NORMAL
726;12/27/2021;2021;12;202112;2021-Dec;27;Monday;Mon;December;Dec;4;Q4;2021Q;2021 Q4;52;361;NORMAL;NORMAL
727;12/28/2021;2021;12;202112;2021-Dec;28;Tuesday;Tue;December;Dec;4;Q4;2021Q;2021 Q4;52;362;NORMAL;NORMAL
728;12/29/2021;2021;12;202112;2021-Dec;29;Wednesday;Wed;December;Dec;4;Q4;2021Q;2021 Q4;52;363;NORMAL;NORMAL
729;12/30/2021;2021;12;202112;2021-Dec;30;Thursday;Thu;December;Dec;4;Q4;2021Q;2021 Q4;52;364;NORMAL;NORMAL
730;12/31/2021;2021;12;202112;2021-Dec;31;Friday;Fri;December;Dec;4;Q4;2021Q;2021 Q4;52;365;NORMAL;NORMAL
731;1/1/2022;2022;1;202201;2022-Jan;1;Saturday;Sat;January;Jan;1;Q1;2022Q;2022 Q1;52;1;NORMAL;NORMAL
732;1/2/2022;2022;1;202201;2022-Jan;2;Sunday;Sun;January;Jan;1;Q1;2022Q;2022 Q1;52;2;NORMAL;NORMAL
733;1/3/2022;2022;1;202201;2022-Jan;3;Monday;Mon;January;Jan;1;Q1;2022Q;2022 Q1;1;3;NORMAL;NORMAL
734;1/4/2022;2022;1;202201;2022-Jan;4;Tuesday;Tue;January;Jan;1;Q1;2022Q;2022 Q1;1;4;NORMAL;NORMAL
735;1/5/2022;2022;1;202201;2022-Jan;5;Wednesday;Wed;January;Jan;1;Q1;2022Q;2022 Q1;1;5;NORMAL;NORMAL
736;1/6/2022;2022;1;202201;2022-Jan;6;Thursday;Thu;January;Jan;1;Q1;2022Q;2022 Q1;1;6;NORMAL;NORMAL
737;1/7/2022;2022;1;202201;2022-Jan;7;Friday;Fri;January;Jan;1;Q1;2022Q;2022 Q1;1;7;NORMAL;NORMAL
